mille deux cent trente-deux	NUM
mille deux cent trente-trois	NUM
mille deux cent trente-cinq	NUM
mille deux cent trente-six	NUM
mille deux cent trente-sept	NUM
mille deux cent trente-huit	NUM
mille deux cent trente-neuf	NUM
mille deux cent quarante	NUM
mille deux cent quarante et un	NUM
mille deux cent quarante-quatre	NUM
mille deux cent quarante-deux	NUM
mille deux cent quarante-trois	NUM
mille deux cent quarante-cinq	NUM
mille deux cent quarante-six	NUM
mille deux cent quarante-sept	NUM
mille deux cent quarante-huit	NUM
mille deux cent quarante-neuf	NUM
mille deux cent cinquante	NUM
mille deux cent cinquante et un	NUM
mille deux cent cinquante-quatre	NUM
mille deux cent cinquante-deux	NUM
mille deux cent cinquante-trois	NUM
mille deux cent cinquante-cinq	NUM
mille deux cent cinquante-six	NUM
mille deux cent cinquante-sept	NUM
mille deux cent cinquante-huit	NUM
mille deux cent cinquante-neuf	NUM
mille deux cent septante	NUM
mille deux cent septante et un	NUM
mille deux cent septante-quatre	NUM
mille deux cent septante-deux	NUM
mille deux cent septante-trois	NUM
mille deux cent septante-cinq	NUM
mille deux cent septante-six	NUM
mille deux cent septante-sept	NUM
mille deux cent septante-huit	NUM
mille deux cent septante-neuf	NUM
mille deux cent octante	NUM
mille deux cent octante et un	NUM
mille deux cent octante-quatre	NUM
mille deux cent octante-deux	NUM
mille deux cent octante-trois	NUM
mille deux cent octante-cinq	NUM
mille deux cent octante-six	NUM
mille deux cent octante-sept	NUM
mille deux cent octante-huit	NUM
mille deux cent octante-neuf	NUM
mille deux cent huitante	NUM
mille deux cent huitante et un	NUM
mille deux cent huitante-quatre	NUM
mille deux cent huitante-deux	NUM
mille deux cent huitante-trois	NUM
mille deux cent huitante-cinq	NUM
mille deux cent huitante-six	NUM
mille deux cent huitante-sept	NUM
mille deux cent huitante-huit	NUM
mille deux cent huitante-neuf	NUM
mille deux cent nonante	NUM
mille deux cent nonante et un	NUM
mille deux cent nonante-quatre	NUM
mille deux cent nonante-deux	NUM
mille deux cent nonante-trois	NUM
mille deux cent nonante-cinq	NUM
mille deux cent nonante-six	NUM
mille deux cent nonante-sept	NUM
mille deux cent nonante-huit	NUM
mille deux cent nonante-neuf	NUM
mille deux cent quatre	NUM
mille deux cent deux	NUM
mille deux cent trois	NUM
mille deux cent cinq	NUM
mille deux cent six	NUM
mille deux cent sept	NUM
mille deux cent huit	NUM
mille deux cent neuf	NUM
mille trois	NUM
mille trois cent un	NUM
mille trois cent soixante	NUM
mille trois cent soixante et un	NUM
mille trois cent soixante et onze	NUM
mille trois cent soixante-dix	NUM
mille trois cent soixante-dix-sept	NUM
mille trois cent soixante-dix-huit	NUM
mille trois cent soixante-dix-neuf	NUM
mille trois cent soixante-douze	NUM
mille trois cent soixante-treize	NUM
mille trois cent soixante-quatorze	NUM
mille trois cent soixante-quinze	NUM
mille trois cent soixante-seize	NUM
mille trois cent soixante-quatre	NUM
mille trois cent soixante-deux	NUM
mille trois cent soixante-trois	NUM
mille trois cent soixante-cinq	NUM
mille trois cent soixante-six	NUM
mille trois cent soixante-sept	NUM
mille trois cent soixante-huit	NUM
mille trois cent soixante-neuf	NUM
mille trois cent quatre-vingt	NUM
mille trois cent quatre-vingt-un	NUM
mille trois cent quatre-vingt-dix	NUM
mille trois cent quatre-vingt-onze	NUM
mille trois cent quatre-vingt-dix-sept	NUM
mille trois cent quatre-vingt-dix-huit	NUM
mille trois cent quatre-vingt-dix-neuf	NUM
mille trois cent quatre-vingt-douze	NUM
mille trois cent quatre-vingt-treize	NUM
mille trois cent quatre-vingt-quatorze	NUM
mille trois cent quatre-vingt-quinze	NUM
mille trois cent quatre-vingt-seize	NUM
mille trois cent quatre-vingt-quatre	NUM
mille trois cent quatre-vingt-deux	NUM
mille trois cent quatre-vingt-trois	NUM
mille trois cent quatre-vingt-cinq	NUM
mille trois cent quatre-vingt-six	NUM
mille trois cent quatre-vingt-sept	NUM
mille trois cent quatre-vingt-huit	NUM
mille trois cent quatre-vingt-neuf	NUM
mille trois cent dix	NUM
mille trois cent onze	NUM
mille trois cent dix-sept	NUM
mille trois cent dix-huit	NUM
mille trois cent dix-neuf	NUM
mille trois cent douze	NUM
mille trois cent treize	NUM
mille trois cent quatorze	NUM
mille trois cent quinze	NUM
mille trois cent seize	NUM
mille trois cent vingt	NUM
